Date_T,Stock,0,1,2,3,4
2018-07-01,BMY,1.0,0.0,0.0,0.0,0.0
2018-07-01,BSX,1.0,0.0,1.0,0.0,0.0
2018-07-01,BXP,0.0,0.0,1.0,0.0,0.0
2018-07-01,C,0.0,1.0,2.0,0.0,1.0
2018-07-01,CAG,0.0,0.0,0.0,0.0,1.0
2018-07-01,CAH,0.0,1.0,3.0,2.0,0.0
2018-07-01,CBOE,0.0,0.0,1.0,0.0,0.0
2018-07-01,CCL,0.0,0.0,1.0,0.0,0.0
2018-07-01,CELG,2.0,0.0,3.0,0.0,1.0
2018-07-01,CF,0.0,1.0,0.0,0.0,0.0
2018-07-01,CFG,0.0,0.0,1.0,1.0,0.0
2018-07-01,CHK,2.0,8.0,12.0,7.0,2.0
2018-07-01,CHRW,2.0,0.0,1.0,0.0,0.0
2018-07-01,CHTR,0.0,0.0,1.0,0.0,0.0
2018-07-01,CI,0.0,0.0,0.0,1.0,1.0
2018-07-01,CLF,2.0,0.0,3.0,0.0,3.0
2018-07-01,CLX,0.0,0.0,1.0,0.0,0.0
2018-07-01,CMA,0.0,0.0,2.0,0.0,0.0
2018-07-01,CMCSA,0.0,0.0,1.0,0.0,1.0
2018-07-01,CMG,2.0,0.0,1.0,3.0,2.0
2018-07-01,CMS,0.0,0.0,0.0,0.0,1.0
2018-07-01,CNC,0.0,0.0,1.0,0.0,0.0
2018-07-01,CNX,0.0,0.0,2.0,0.0,0.0
2018-07-01,COF,0.0,1.0,2.0,0.0,0.0
2018-07-01,COG,1.0,0.0,0.0,0.0,0.0
2018-07-01,COL,1.0,0.0,0.0,1.0,0.0
2018-07-01,COO,0.0,0.0,2.0,0.0,0.0
2018-07-01,COP,0.0,0.0,0.0,1.0,0.0
2018-07-01,CRM,1.0,0.0,0.0,0.0,0.0
2018-07-01,CSX,0.0,0.0,1.0,1.0,0.0
2018-07-01,CTSH,0.0,0.0,1.0,0.0,0.0
2018-07-01,CTXS,0.0,1.0,1.0,0.0,0.0
2018-07-01,CVS,1.0,0.0,4.0,1.0,0.0
2018-07-01,CVX,1.0,1.0,2.0,0.0,0.0
2018-07-01,CXO,1.0,0.0,1.0,1.0,0.0
2018-07-01,D,2.0,0.0,0.0,0.0,0.0
2018-07-01,DAL,0.0,3.0,3.0,0.0,1.0
2018-07-01,DG,0.0,0.0,1.0,0.0,0.0
2018-07-01,DGX,0.0,0.0,0.0,0.0,1.0
2018-07-01,DHI,0.0,0.0,1.0,0.0,0.0
2018-07-01,DHR,1.0,0.0,1.0,0.0,0.0
2018-07-01,DIS,0.0,0.0,4.0,0.0,1.0
2018-07-01,DISCA,0.0,0.0,1.0,0.0,0.0
2018-07-01,DISH,0.0,0.0,1.0,0.0,0.0
2018-07-01,DLR,0.0,1.0,1.0,0.0,0.0
2018-07-01,DNR,1.0,0.0,2.0,1.0,1.0
2018-07-01,DO,0.0,0.0,0.0,1.0,0.0
2018-07-01,DOV,1.0,0.0,0.0,0.0,0.0
2018-07-01,DPS,0.0,0.0,6.0,1.0,0.0
2018-07-01,DRI,0.0,0.0,2.0,0.0,0.0
2018-07-01,DUK,1.0,0.0,0.0,0.0,0.0
2018-07-01,DVA,1.0,0.0,1.0,0.0,0.0
2018-07-01,DVN,0.0,0.0,1.0,0.0,0.0
2018-07-01,DWDP,1.0,1.0,1.0,0.0,0.0
2018-07-01,DXC,1.0,0.0,0.0,0.0,0.0
2018-07-01,EA,0.0,0.0,1.0,0.0,0.0
2018-07-01,EBAY,0.0,0.0,1.0,0.0,1.0
2018-07-01,ECL,0.0,0.0,1.0,0.0,0.0
2018-07-01,EFX,0.0,0.0,2.0,0.0,0.0
2018-07-01,EMC,0.0,1.0,0.0,0.0,0.0
2018-07-01,ENDP,0.0,0.0,1.0,0.0,0.0
2018-07-01,EOG,0.0,0.0,1.0,0.0,1.0
2018-07-01,ES,0.0,0.0,1.0,0.0,0.0
2018-07-01,ESV,1.0,0.0,1.0,0.0,1.0
2018-07-01,ETFC,0.0,0.0,1.0,0.0,0.0
2018-07-01,ETN,0.0,0.0,1.0,0.0,0.0
2018-07-01,EVHC,1.0,0.0,0.0,0.0,0.0
2018-07-01,EW,0.0,1.0,0.0,0.0,0.0
2018-07-01,EXC,0.0,0.0,1.0,0.0,0.0
2018-07-01,EXPD,0.0,0.0,0.0,1.0,0.0
2018-07-01,EXPE,0.0,0.0,1.0,0.0,0.0
2018-07-01,EXR,0.0,0.0,1.0,0.0,0.0
2018-07-01,F,1.0,1.0,4.0,2.0,0.0
2018-07-01,FAST,0.0,1.0,0.0,0.0,1.0
2018-07-01,FB,2.0,1.0,8.0,3.0,5.0
2018-07-01,FBHS,0.0,0.0,1.0,0.0,0.0
2018-07-01,FCX,0.0,0.0,0.0,1.0,1.0
2018-07-01,FDX,1.0,1.0,0.0,0.0,0.0
2018-07-01,FE,1.0,1.0,1.0,1.0,0.0
2018-07-01,FFIV,0.0,0.0,1.0,0.0,0.0
2018-07-01,FII,0.0,0.0,1.0,0.0,0.0
2018-07-01,FIS,0.0,0.0,0.0,1.0,0.0
2018-07-01,FITB,0.0,1.0,0.0,0.0,1.0
2018-07-01,FLR,0.0,0.0,1.0,0.0,0.0
2018-07-01,FLS,0.0,1.0,0.0,0.0,1.0
2018-07-01,FMC,2.0,0.0,4.0,1.0,0.0
2018-07-01,FOSL,0.0,0.0,2.0,0.0,1.0
2018-07-01,FSLR,0.0,0.0,3.0,1.0,0.0
2018-07-01,FTR,0.0,0.0,2.0,0.0,0.0
2018-07-01,GBR,0.0,0.0,1.0,0.0,0.0
2018-07-01,GD,0.0,0.0,0.0,0.0,1.0
2018-07-01,GE,3.0,1.0,4.0,3.0,1.0
2018-07-01,GGP,0.0,0.0,1.0,0.0,0.0
2018-07-01,GILD,1.0,2.0,2.0,0.0,0.0
2018-07-01,GIS,0.0,0.0,0.0,1.0,0.0
2018-07-01,GLW,0.0,0.0,1.0,0.0,0.0
2018-07-01,GM,0.0,0.0,6.0,0.0,0.0
2018-07-01,GME,1.0,0.0,1.0,0.0,0.0
2018-07-01,GNW,0.0,0.0,1.0,0.0,0.0
2018-07-01,GOOG,1.0,0.0,1.0,0.0,2.0
2018-07-01,GOOGL,0.0,1.0,4.0,0.0,1.0
2018-07-01,GPC,1.0,0.0,1.0,0.0,0.0
2018-07-01,GPS,0.0,0.0,1.0,0.0,0.0
2018-07-01,GS,1.0,0.0,5.0,0.0,0.0
2018-07-01,GT,2.0,0.0,4.0,0.0,0.0
2018-07-01,GWW,0.0,0.0,1.0,1.0,0.0
2018-07-01,HAL,0.0,1.0,0.0,0.0,0.0
2018-07-01,HAS,0.0,0.0,1.0,1.0,0.0
2018-07-01,HBAN,1.0,0.0,0.0,1.0,0.0
2018-07-01,HCP,0.0,0.0,1.0,0.0,0.0
2018-07-01,HD,0.0,0.0,1.0,0.0,0.0
2018-07-01,HES,0.0,0.0,2.0,0.0,0.0
2018-07-01,HIG,1.0,1.0,0.0,0.0,0.0
2018-07-01,HOG,1.0,1.0,6.0,1.0,1.0
2018-07-01,HON,0.0,0.0,1.0,0.0,0.0
2018-07-01,HRL,0.0,1.0,1.0,0.0,0.0
2018-07-01,HST,1.0,0.0,0.0,0.0,0.0
2018-07-01,HUM,0.0,0.0,1.0,1.0,0.0
2018-07-01,IBM,1.0,1.0,2.0,0.0,0.0
2018-07-01,ICE,1.0,0.0,2.0,0.0,0.0
2018-07-01,IDXX,0.0,0.0,1.0,0.0,1.0
2018-07-01,ILMN,0.0,0.0,0.0,0.0,1.0
2018-07-01,INCY,0.0,0.0,1.0,0.0,0.0
2018-07-01,INTC,1.0,0.0,3.0,2.0,1.0
2018-07-01,IP,0.0,0.0,0.0,0.0,1.0
2018-07-01,IQV,0.0,0.0,0.0,0.0,1.0
2018-07-01,IRM,0.0,0.0,2.0,1.0,0.0
2018-07-01,ISRG,0.0,0.0,0.0,0.0,1.0
2018-07-01,IT,0.0,0.0,1.0,0.0,0.0
2018-07-01,ITW,0.0,1.0,0.0,0.0,0.0
2018-07-01,JCP,0.0,0.0,3.0,3.0,0.0
2018-07-01,JNJ,0.0,0.0,1.0,0.0,0.0
2018-07-01,JPM,3.0,1.0,2.0,0.0,0.0
2018-07-01,JWN,1.0,0.0,2.0,1.0,0.0
2018-07-01,KEY,1.0,1.0,2.0,0.0,1.0
2018-07-01,KHC,2.0,0.0,1.0,0.0,0.0
2018-07-01,KMI,1.0,0.0,0.0,1.0,0.0
2018-07-01,KMX,0.0,0.0,1.0,0.0,0.0
2018-07-01,KO,0.0,1.0,0.0,0.0,2.0
2018-07-01,KORS,0.0,0.0,1.0,0.0,0.0
2018-07-01,KR,0.0,1.0,0.0,0.0,0.0
2018-07-01,KSS,0.0,0.0,1.0,0.0,0.0
2018-07-01,KSU,0.0,0.0,1.0,0.0,0.0
2018-07-01,L,0.0,1.0,0.0,0.0,0.0
2018-07-01,LB,0.0,0.0,2.0,0.0,0.0
2018-07-01,LEN,0.0,0.0,0.0,1.0,1.0
2018-07-01,LH,1.0,0.0,0.0,0.0,0.0
2018-07-01,LKQ,0.0,0.0,1.0,0.0,0.0
2018-07-01,LLY,0.0,0.0,1.0,0.0,0.0
2018-07-01,LMT,1.0,0.0,3.0,1.0,0.0
2018-07-01,LNC,0.0,0.0,1.0,0.0,0.0
2018-07-01,LNT,0.0,0.0,1.0,0.0,0.0
2018-07-01,LOW,0.0,1.0,0.0,1.0,0.0
2018-07-01,LPL,0.0,0.0,1.0,0.0,0.0
2018-07-01,LRCX,1.0,0.0,1.0,0.0,1.0
2018-07-01,LUV,0.0,0.0,1.0,0.0,0.0
2018-07-01,LYB,0.0,1.0,1.0,0.0,0.0
2018-07-01,MA,0.0,0.0,3.0,0.0,0.0
2018-07-01,MAR,0.0,0.0,1.0,0.0,0.0
2018-07-01,MAS,0.0,0.0,3.0,0.0,0.0
2018-07-01,MCD,0.0,0.0,1.0,0.0,2.0
2018-07-01,MCK,0.0,2.0,0.0,0.0,0.0
2018-07-01,MCO,1.0,2.0,1.0,0.0,0.0
2018-07-01,MDLZ,0.0,1.0,1.0,0.0,0.0
2018-07-01,MDT,0.0,0.0,1.0,0.0,0.0
2018-07-01,MGM,0.0,0.0,1.0,0.0,1.0
2018-07-01,MHK,0.0,0.0,0.0,1.0,0.0
2018-07-01,MKC,0.0,0.0,0.0,1.0,0.0
2018-07-01,MLM,0.0,0.0,0.0,0.0,1.0
2018-07-01,MMC,0.0,1.0,1.0,0.0,0.0
2018-07-01,MMM,0.0,0.0,1.0,0.0,0.0
2018-07-01,MNK,1.0,1.0,3.0,0.0,1.0
2018-07-01,MNST,0.0,0.0,1.0,0.0,1.0
2018-07-01,MO,0.0,1.0,0.0,0.0,0.0
2018-07-01,MOS,0.0,0.0,1.0,0.0,0.0
2018-07-01,MPC,1.0,1.0,1.0,0.0,0.0
2018-07-01,MRK,0.0,0.0,1.0,0.0,0.0
2018-07-01,MRO,1.0,0.0,0.0,0.0,0.0
2018-07-01,MSFT,0.0,1.0,5.0,0.0,0.0
2018-07-01,MSI,0.0,0.0,1.0,0.0,0.0
2018-07-01,MTB,0.0,0.0,2.0,0.0,0.0
2018-07-01,MTD,0.0,0.0,1.0,0.0,0.0
2018-07-01,MU,7.0,2.0,22.0,23.0,17.0
2018-07-01,MUR,0.0,1.0,0.0,0.0,0.0
2018-07-01,MYL,1.0,1.0,2.0,0.0,0.0
2018-07-01,NBR,0.0,0.0,1.0,0.0,0.0
2018-07-01,NE,1.0,0.0,1.0,0.0,0.0
2018-07-01,NEE,0.0,0.0,1.0,0.0,0.0
2018-07-01,NEM,2.0,2.0,3.0,0.0,0.0
2018-07-01,NFLX,5.0,2.0,10.0,4.0,4.0
2018-07-01,NFX,0.0,0.0,1.0,0.0,0.0
2018-07-01,NI,0.0,0.0,1.0,1.0,0.0
2018-07-01,NKE,2.0,0.0,4.0,2.0,0.0
2018-07-01,NLSN,0.0,0.0,1.0,0.0,0.0
2018-07-01,NRG,1.0,0.0,1.0,0.0,0.0
2018-07-01,NSC,0.0,0.0,1.0,0.0,0.0
2018-07-01,NTAP,0.0,1.0,1.0,0.0,0.0
2018-07-01,NTRS,0.0,0.0,1.0,0.0,0.0
2018-07-01,NVDA,3.0,1.0,10.0,1.0,3.0
2018-07-01,NWL,1.0,0.0,0.0,0.0,0.0
2018-07-01,O,0.0,0.0,1.0,0.0,0.0
2018-07-01,OMC,1.0,0.0,0.0,0.0,0.0
2018-07-01,ORCL,0.0,0.0,1.0,0.0,0.0
2018-07-01,PBCT,0.0,2.0,0.0,0.0,0.0
2018-07-01,PBI,0.0,0.0,1.0,0.0,0.0
2018-07-01,PCG,0.0,0.0,0.0,1.0,0.0
2018-07-01,PCLN,0.0,0.0,0.0,1.0,0.0
2018-07-01,PDCO,0.0,0.0,1.0,0.0,0.0
2018-07-01,PEP,0.0,1.0,1.0,0.0,0.0
2018-07-01,PFE,0.0,0.0,2.0,3.0,0.0
2018-07-01,PFG,0.0,1.0,0.0,0.0,0.0
2018-07-01,PG,0.0,1.0,0.0,0.0,0.0
2018-07-01,PKI,0.0,0.0,1.0,0.0,0.0
2018-07-01,PLD,1.0,0.0,2.0,0.0,1.0
2018-07-01,PM,0.0,1.0,1.0,0.0,0.0
2018-07-01,PNC,1.0,1.0,1.0,0.0,0.0
2018-07-01,PNR,0.0,0.0,1.0,0.0,0.0
2018-07-01,PNW,0.0,0.0,1.0,0.0,0.0
2018-07-01,PPG,0.0,0.0,2.0,0.0,0.0
2018-07-01,PSA,0.0,0.0,2.0,0.0,0.0
2018-07-01,PSX,1.0,0.0,1.0,1.0,0.0
2018-07-01,PWR,0.0,1.0,0.0,0.0,0.0
2018-07-01,PX,0.0,1.0,0.0,0.0,0.0
2018-07-01,PXD,0.0,1.0,0.0,0.0,0.0
2018-07-01,PYPL,1.0,0.0,1.0,0.0,0.0
2018-07-01,QCOM,0.0,0.0,0.0,0.0,1.0
2018-07-01,QEP,2.0,0.0,1.0,0.0,0.0
2018-07-01,QRVO,1.0,1.0,0.0,0.0,0.0
2018-07-01,R,0.0,0.0,1.0,0.0,0.0
2018-07-01,REG,0.0,0.0,1.0,0.0,0.0
2018-07-01,REGN,0.0,1.0,1.0,0.0,0.0
2018-07-01,RF,0.0,0.0,2.0,0.0,0.0
2018-07-01,RHT,0.0,0.0,2.0,0.0,0.0
2018-07-01,RIG,0.0,1.0,1.0,1.0,0.0
2018-07-01,RL,0.0,1.0,0.0,0.0,0.0
2018-07-01,RMD,0.0,0.0,0.0,1.0,1.0
2018-07-01,ROK,0.0,0.0,2.0,0.0,0.0
2018-07-01,RRC,0.0,1.0,0.0,0.0,1.0
2018-07-01,RRD,2.0,1.0,1.0,1.0,0.0
2018-07-01,RTN,1.0,0.0,1.0,0.0,0.0
2018-07-01,S,1.0,0.0,1.0,0.0,1.0
2018-07-01,SBUX,1.0,4.0,8.0,2.0,4.0
2018-07-01,SCG,0.0,1.0,0.0,0.0,1.0
2018-07-01,SCHW,1.0,1.0,1.0,0.0,0.0
2018-07-01,SHLD,2.0,0.0,0.0,0.0,1.0
2018-07-01,SHW,0.0,0.0,1.0,0.0,0.0
2018-07-01,SIG,0.0,0.0,0.0,1.0,0.0
2018-07-01,SJM,0.0,0.0,1.0,0.0,0.0
2018-07-01,SLB,0.0,0.0,2.0,0.0,0.0
2018-07-01,SLG,0.0,1.0,1.0,0.0,0.0
2018-07-01,SNPS,0.0,1.0,0.0,0.0,0.0
2018-07-01,SO,1.0,0.0,3.0,0.0,0.0
2018-07-01,SRCL,0.0,0.0,1.0,1.0,0.0
2018-07-01,SRE,0.0,0.0,1.0,0.0,0.0
2018-07-01,STI,1.0,1.0,4.0,0.0,1.0
2018-07-01,STJ,0.0,0.0,1.0,0.0,0.0
2018-07-01,STZ,1.0,0.0,0.0,1.0,0.0
2018-07-01,SVU,1.0,0.0,1.0,0.0,0.0
2018-07-01,SWK,0.0,0.0,0.0,0.0,1.0
2018-07-01,SWKS,0.0,0.0,1.0,0.0,0.0
2018-07-01,SWN,0.0,0.0,0.0,0.0,1.0
2018-07-01,SYK,0.0,0.0,1.0,0.0,0.0
2018-07-01,SYMC,0.0,1.0,0.0,0.0,0.0
2018-07-01,T,0.0,0.0,9.0,3.0,1.0
2018-07-01,TAP,1.0,0.0,1.0,0.0,0.0
2018-07-01,TDC,1.0,0.0,0.0,0.0,1.0
2018-07-01,TDG,0.0,0.0,1.0,0.0,0.0
2018-07-01,TEL,0.0,1.0,1.0,0.0,0.0
2018-07-01,TGNA,0.0,1.0,0.0,0.0,0.0
2018-07-01,TGT,0.0,0.0,3.0,0.0,1.0
2018-07-01,THC,0.0,0.0,1.0,0.0,0.0
2018-07-01,TIF,1.0,0.0,2.0,0.0,0.0
2018-07-01,TJX,0.0,0.0,0.0,0.0,1.0
2018-07-01,TMK,0.0,0.0,1.0,0.0,0.0
2018-07-01,TRIP,0.0,1.0,1.0,0.0,0.0
2018-07-01,TROW,0.0,0.0,2.0,0.0,0.0
2018-07-01,TRV,0.0,0.0,1.0,0.0,0.0
2018-07-01,TSCO,0.0,1.0,0.0,0.0,0.0
2018-07-01,TSN,2.0,0.0,2.0,0.0,0.0
2018-07-01,TWX,0.0,1.0,0.0,0.0,0.0
2018-07-01,TXN,0.0,0.0,2.0,0.0,0.0
2018-07-01,TXT,0.0,0.0,0.0,1.0,0.0
2018-07-01,UAA,1.0,0.0,1.0,0.0,0.0
2018-07-01,UAL,0.0,1.0,0.0,0.0,0.0
2018-07-01,UHS,0.0,0.0,1.0,0.0,0.0
2018-07-01,ULTA,0.0,1.0,0.0,0.0,1.0
2018-07-01,UNH,0.0,1.0,2.0,0.0,1.0
2018-07-01,UNP,0.0,0.0,1.0,0.0,0.0
2018-07-01,UPS,0.0,0.0,0.0,0.0,1.0
2018-07-01,URBN,2.0,0.0,0.0,1.0,0.0
2018-07-01,URI,0.0,0.0,2.0,0.0,0.0
2018-07-01,USB,0.0,0.0,1.0,0.0,0.0
2018-07-01,UTX,1.0,0.0,1.0,1.0,0.0
2018-07-01,V,1.0,1.0,1.0,1.0,1.0
2018-07-01,VIAB,1.0,0.0,0.0,0.0,0.0
2018-07-01,VLO,0.0,0.0,0.0,0.0,1.0
2018-07-01,VMC,0.0,0.0,1.0,0.0,0.0
2018-07-01,VRSK,0.0,0.0,1.0,0.0,0.0
2018-07-01,VRSN,0.0,1.0,1.0,0.0,0.0
2018-07-01,VRTX,0.0,0.0,2.0,0.0,0.0
2018-07-01,VZ,1.0,1.0,0.0,0.0,0.0
2018-07-01,WAT,0.0,0.0,2.0,1.0,0.0
2018-07-01,WBA,1.0,0.0,4.0,4.0,2.0
2018-07-01,WDC,0.0,0.0,1.0,0.0,0.0
2018-07-01,WELL,0.0,0.0,0.0,0.0,1.0
2018-07-01,WFC,0.0,1.0,3.0,1.0,0.0
2018-07-01,WM,0.0,0.0,1.0,0.0,0.0
2018-07-01,WMB,1.0,0.0,0.0,0.0,0.0
2018-07-01,WMT,0.0,1.0,4.0,3.0,0.0
2018-07-01,WY,0.0,0.0,1.0,0.0,0.0
2018-07-01,WYNN,4.0,4.0,13.0,10.0,8.0
2018-07-01,X,2.0,2.0,7.0,0.0,3.0
2018-07-01,XEC,0.0,1.0,0.0,0.0,0.0
2018-07-01,XEL,1.0,0.0,2.0,0.0,0.0
2018-07-01,XOM,1.0,0.0,3.0,1.0,0.0
2018-07-01,XRAY,1.0,0.0,0.0,0.0,0.0
2018-07-01,XRX,0.0,0.0,2.0,0.0,0.0
2018-07-01,ZBH,0.0,0.0,1.0,0.0,0.0
2018-07-01,ZION,1.0,0.0,1.0,0.0,0.0
2018-07-02,AABA,1.0,0.0,4.0,0.0,0.0
2018-07-02,AAL,1.0,1.0,7.0,1.0,3.0
2018-07-02,AAPL,27.0,21.0,67.0,23.0,29.0
2018-07-02,ABBV,1.0,1.0,6.0,0.0,2.0
2018-07-02,ABC,1.0,0.0,1.0,0.0,0.0
2018-07-02,ABT,1.0,1.0,3.0,0.0,1.0
2018-07-02,ACN,0.0,1.0,9.0,0.0,0.0
2018-07-02,ADBE,0.0,0.0,6.0,1.0,1.0
2018-07-02,ADI,0.0,0.0,5.0,0.0,0.0
2018-07-02,ADM,0.0,0.0,4.0,0.0,0.0
2018-07-02,ADP,0.0,0.0,0.0,1.0,0.0
2018-07-02,ADS,0.0,0.0,1.0,0.0,0.0
2018-07-02,ADSK,0.0,2.0,1.0,0.0,0.0
2018-07-02,AEE,0.0,0.0,1.0,0.0,0.0
2018-07-02,AEP,0.0,0.0,2.0,1.0,0.0
2018-07-02,AES,0.0,0.0,3.0,0.0,0.0
2018-07-02,AET,0.0,1.0,0.0,0.0,0.0
2018-07-02,AFL,0.0,1.0,1.0,1.0,0.0
2018-07-02,AGN,0.0,0.0,2.0,1.0,2.0
2018-07-02,AIG,0.0,1.0,1.0,0.0,0.0
2018-07-02,AIV,0.0,0.0,1.0,0.0,0.0
2018-07-02,AIZ,0.0,0.0,1.0,0.0,0.0
2018-07-02,AJG,0.0,1.0,1.0,0.0,0.0
2018-07-02,AKAM,0.0,1.0,0.0,0.0,0.0
2018-07-02,ALB,0.0,1.0,0.0,1.0,0.0
2018-07-02,ALGN,1.0,1.0,6.0,1.0,3.0
2018-07-02,ALK,0.0,0.0,1.0,1.0,0.0
2018-07-02,ALLE,0.0,0.0,2.0,0.0,0.0
2018-07-02,ALXN,1.0,0.0,3.0,0.0,0.0
2018-07-02,AMAT,4.0,6.0,25.0,6.0,13.0
2018-07-02,AMD,59.0,87.0,230.0,164.0,72.0
2018-07-02,AME,0.0,0.0,2.0,0.0,0.0
2018-07-02,AMG,0.0,0.0,2.0,0.0,0.0
2018-07-02,AMGN,0.0,1.0,1.0,0.0,0.0
2018-07-02,AMP,0.0,0.0,1.0,0.0,0.0
2018-07-02,AMT,0.0,0.0,1.0,0.0,1.0
2018-07-02,AMZN,12.0,13.0,94.0,49.0,47.0
2018-07-02,ANDV,0.0,0.0,3.0,0.0,0.0
2018-07-02,ANF,1.0,3.0,1.0,1.0,0.0
2018-07-02,ANSS,1.0,2.0,2.0,0.0,0.0
2018-07-02,ANTM,2.0,0.0,2.0,0.0,0.0
2018-07-02,AON,0.0,2.0,1.0,0.0,0.0
2018-07-02,APA,0.0,0.0,1.0,1.0,0.0
2018-07-02,APC,0.0,0.0,1.0,0.0,2.0
2018-07-02,APD,0.0,0.0,1.0,0.0,0.0
2018-07-02,APH,0.0,0.0,1.0,0.0,0.0
2018-07-02,APTV,0.0,0.0,2.0,1.0,2.0
2018-07-02,ARNC,0.0,0.0,3.0,0.0,0.0
2018-07-02,ATGE,0.0,0.0,1.0,0.0,0.0
2018-07-02,ATI,0.0,0.0,1.0,0.0,0.0
2018-07-02,ATVI,1.0,1.0,2.0,3.0,0.0
2018-07-02,AVB,0.0,0.0,1.0,0.0,0.0
2018-07-02,AVGO,0.0,2.0,3.0,1.0,0.0
2018-07-02,AVP,0.0,1.0,4.0,2.0,0.0
2018-07-02,AVY,0.0,0.0,1.0,0.0,0.0
2018-07-02,AWK,0.0,1.0,1.0,0.0,0.0
2018-07-02,AXP,0.0,1.0,4.0,0.0,1.0
2018-07-02,AYI,5.0,0.0,13.0,10.0,6.0
2018-07-02,AZO,0.0,0.0,5.0,4.0,0.0
2018-07-02,BA,3.0,2.0,11.0,4.0,9.0
2018-07-02,BAC,4.0,11.0,61.0,31.0,35.0
2018-07-02,BAX,0.0,1.0,0.0,0.0,0.0
2018-07-02,BBBY,0.0,0.0,9.0,2.0,0.0
2018-07-02,BBT,0.0,1.0,1.0,0.0,0.0
2018-07-02,BBY,0.0,0.0,1.0,0.0,0.0
2018-07-02,BCR,0.0,0.0,1.0,0.0,0.0
2018-07-02,BDX,1.0,1.0,1.0,0.0,0.0
2018-07-02,BEN,1.0,0.0,2.0,1.0,1.0
2018-07-02,BHF,0.0,0.0,1.0,0.0,0.0
2018-07-02,BHGE,0.0,1.0,0.0,1.0,0.0
2018-07-02,BIG,0.0,0.0,5.0,0.0,0.0
2018-07-02,BIIB,0.0,0.0,4.0,0.0,0.0
2018-07-02,BK,0.0,2.0,2.0,0.0,0.0
